ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_taken(min),distance
1CEA,PUNERES09DEL01,18.536562,73.896485,18.546562,73.906485,25,1.5322647895213353
3583,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,28,12.256687342592269
283F,PUNERES09DEL01,18.536562,73.896485,18.576562,73.936485,40,6.128804224238058
B7CF,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,15,1.5321547990764783
4B31,PUNERES01DEL01,18.569156,73.774723,18.639156,73.844723,29,10.723989806656368
8091,PUNERES010DEL01,18.539299,73.897902,18.549299,73.907902,38,1.5322531674035038
3DE7,PUNERES010DEL01,18.539299,73.897902,18.609299,73.967902,28,10.724879289478304
A514,PUNERES07DEL03,18.546947,73.900626,18.636947,73.990626,21,13.7884543583669
82F1,PUNERES04DEL01,18.51421,73.838429,18.52421,73.848429,25,1.5323596444882273
4C80,PUNERES09DEL02,18.536562,73.896485,18.556562,73.916485,23,3.0644871057616703
BC2E,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,47,10.724960763776828
9603,PUNERES07DEL03,18.546947,73.900626,18.636947,73.990626,40,13.7884543583669
6A25,PUNERES20DEL03,18.592718,73.773572,18.652718,73.833572,20,9.19151681625338
411C,PUNERES15DEL03,18.636215,73.751081,18.666215,73.781081,13,4.595393825646015
5051,PUNERES07DEL01,18.546947,73.900626,18.556947,73.910626,16,1.5322206834602052
5CCD,PUNERES08DEL01,18.53408,73.89852,18.54408,73.90852,16,1.5322753274864631
8393,PUNERES11DEL03,18.533811,73.899315,18.593811,73.959315,11,9.193021332844554
10D3,PUNERES18DEL02,18.593481,73.785901,18.643481,73.835901,17,7.6596877195057695
A008,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,29,9.19149730046093
4ED3,PUNERES01DEL03,18.569156,73.774723,18.599156,73.804723,26,4.596251207088927
B80F,PUNERES17DEL01,18.530963,73.828972,18.570963,73.868972,22,6.128899374764089
887B,PUNERES15DEL02,18.636215,73.751081,18.716215,73.831081,41,12.253528674537144
BA5C,PUNERES13DEL03,18.56245,73.916619,18.59245,73.946619,10,4.596336792438924
383A,PUNERES010DEL01,18.539299,73.897902,18.549299,73.907902,17,1.5322531674035038
A642,PUNERES14DEL02,18.516216,73.842527,18.646216,73.972527,38,19.9172484157288
589D,PUNERES05DEL03,18.543626,73.905101,18.603626,73.965101,34,9.192770952683546
5268,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,43,10.724960763776828
1326,PUNERES12DEL01,18.520016,73.830547,18.530016,73.840547,13,1.5323350156090414
A4B3,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,22,1.5321890925569548
6B2D,PUNERES16DEL03,18.536718,73.830327,18.596719,73.890327,30,9.19302787417212
44A7,PUNERES11DEL01,18.533811,73.899315,18.543811,73.909315,23,1.532276469519439
3BDA,PUNERES02DEL03,18.55144,73.804855,18.61144,73.864855,16,9.192571532077613
7363,PUNERES010DEL02,18.539299,73.897902,18.589299,73.947902,27,7.660840811905797
4B51,PUNERES18DEL02,18.593481,73.785901,18.673481,73.865901,34,12.254988311075596
1C26,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,25,7.66031691183285
4066,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,16,4.59670198232987
26FD,PUNERES11DEL01,18.533811,73.899315,18.573811,73.939315,23,6.128850978538233
91DE,PUNERES13DEL02,18.56245,73.916619,18.58245,73.936619,29,3.064267071068136
3090,PUNERES010DEL02,18.539299,73.897902,18.589299,73.947902,27,7.660840811905797
AF0F,PUNERES19DEL01,18.563934,73.915367,18.603935,73.955367,24,6.12841937845769
6EA6,PUNERES06DEL03,18.546258,73.904337,18.636258,73.994337,46,13.78848075238715
BCD3,PUNERES04DEL01,18.51421,73.838429,18.58421,73.908429,30,10.72562572441868
1C2B,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,27,7.661250453808297
BE08,PUNERES05DEL01,18.543626,73.905101,18.583626,73.945101,28,6.128684140033282
29B3,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,28,4.596951629499115
ADA4,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,25,9.192951167083441
9EB0,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,19,7.66031691183285
B384,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,27,3.0645346577473593
436A,PUNERES05DEL01,18.543626,73.905101,18.613626,73.975101,38,10.724750462255022
46AD,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,22,9.19149730046093
87D9,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,20,6.129085334979291
6.9E+03,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,28,12.256574293065658
197E,PUNERES07DEL03,18.546947,73.900626,18.636947,73.990626,13,13.7884543583669
907D,PUNERES01DEL02,18.569156,73.774723,18.589156,73.794723,14,3.064210028101302
2D4C,PUNERES17DEL01,18.530963,73.828972,18.570963,73.868972,26,6.128899374764089
35DB,PUNERES08DEL01,18.53408,73.89852,18.60408,73.96852,34,10.725034637880958
2619,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,27,12.256321133212229
338A,PUNERES16DEL01,18.536718,73.830327,18.576718,73.870328,29,6.1288740968464825
6C42,PUNERES16DEL01,18.536718,73.830327,18.646718,73.940327,21,16.85256546543028
678B,PUNERES11DEL03,18.533811,73.899315,18.623811,73.989315,41,13.788957415778517
12CB,PUNERES04DEL02,18.51421,73.838429,18.53421,73.858429,34,3.0646768621690934
33A2,PUNERES20DEL03,18.592718,73.773572,18.652718,73.833572,17,9.19151681625338
AB17,PUNERES11DEL02,18.533811,73.899315,18.613811,73.979315,35,12.257021346006622
5CC7,PUNERES06DEL03,18.546258,73.904337,18.636258,73.994337,22,13.78848075238715
9979,PUNERES18DEL03,18.593481,73.785901,18.623481,73.815901,21,4.595940524023754
93EC,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,19,12.256574293065658
9D94,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,16,19.916432533839362
6F57,PUNERES11DEL02,18.533811,73.899315,18.553811,73.919315,15,3.0645104714747093
1B0A,PUNERES12DEL02,18.520016,73.830547,18.650016,73.960547,19,19.917038235830073
754D,PUNERES07DEL02,18.546947,73.900626,18.676947,74.030626,25,19.91554755152054
190D,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,19,7.661250453808297
B7A,PUNERES03DEL03,18.554382,73.798206,18.644382,73.888206,22,13.788169484007305
6F6A,PUNERES19DEL01,18.563934,73.915367,18.573935,73.925367,15,1.532229188735096
21D8,PUNERES02DEL02,18.55144,73.804855,18.63144,73.884855,19,12.256421318543588
1D21,PUNERES15DEL01,18.636215,73.751081,18.676215,73.791081,21,6.127106344248052
6761,PUNERES02DEL03,18.55144,73.804855,18.61144,73.864855,25,9.192571532077613
A39,PUNERES03DEL03,18.554382,73.798206,18.584382,73.828206,16,4.596439723177665
4CF6,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,20,12.256321133212229
79C2,PUNERES04DEL02,18.51421,73.838429,18.64421,73.968429,26,19.917359352866207
2E+45,PUNERES08DEL01,18.53408,73.89852,18.54408,73.90852,17,1.5322753274864631
9BC6,PUNERES20DEL01,18.592718,73.773572,18.632718,73.813572,38,6.127848457033505
80FB,PUNERES010DEL01,18.539299,73.897902,18.579299,73.937902,28,6.128757701629757
53DF,PUNERES18DEL02,18.593481,73.785901,18.643481,73.835901,18,7.6596877195057695
370D,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,11,1.532234790495708
A7EE,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,20,3.0645346577473593
899B,PUNERES03DEL02,18.554382,73.798206,18.574382,73.818206,15,3.064335674796853
367B,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,30,12.256687342592269
6151,PUNERES02DEL03,18.55144,73.804855,18.61144,73.864855,29,9.192571532077613
7E4F,PUNERES010DEL01,18.539299,73.897902,18.649299,74.007902,20,16.852444613264275
61D7,PUNERES08DEL01,18.53408,73.89852,18.64408,74.00852,16,16.852688970823085
8A62,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,24,1.5324173514302288
6A73,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,26,12.256321133212229
2CB0,PUNERES03DEL01,18.554382,73.798206,18.594382,73.838206,16,6.128501214162246
25BC,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,20,12.256687342592269
403,PUNERES15DEL01,18.636215,73.751081,18.746215,73.861081,37,16.847895631642253
189E,PUNERES05DEL02,18.543626,73.905101,18.563626,73.925101,17,3.0644270930248725
946F,PUNERES03DEL03,18.554382,73.798206,18.644382,73.888206,44,13.788169484007305
9FF6,PUNERES16DEL03,18.536718,73.830327,18.626718,73.920327,28,13.7888461168452
B1E0,PUNERES11DEL01,18.533811,73.899315,18.543811,73.909315,17,1.532276469519439
ACAA,PUNERES20DEL02,18.592718,73.773572,18.612718,73.793572,37,3.0640094555094217
85D6,PUNERES04DEL02,18.51421,73.838429,18.53421,73.858429,26,3.0646768621690934
4049,PUNERES18DEL01,18.593481,73.785901,18.633481,73.825901,23,6.127835452844327
A8A9,PUNERES07DEL02,18.546947,73.900626,18.676947,74.030626,20,19.91554755152054
1E+95,PUNERES14DEL01,18.516216,73.842527,18.626216,73.952527,42,16.85352490584544
F0D,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,28,4.596951629499115
8ED8,PUNERES12DEL02,18.520016,73.830547,18.540016,73.850547,24,3.064627592336888
8D7D,PUNERES15DEL02,18.636215,73.751081,18.716215,73.831081,26,12.253528674537144
7.3E+07,PUNERES07DEL01,18.546947,73.900626,18.556947,73.910626,26,1.5322206834602052
14C2,PUNERES12DEL01,18.520016,73.830547,18.530016,73.840547,28,1.5323350156090414
4A3E,PUNERES16DEL01,18.536718,73.830327,18.606718,73.900327,21,10.724956120302584
350E,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,17,3.064404727369966
A278,PUNERES15DEL01,18.636215,73.751081,18.676215,73.791081,12,6.127106344248052
B61,PUNERES19DEL02,18.563934,73.915367,18.643935,73.995367,43,12.256076445468295
3A32,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,24,16.852834881460105
589A,PUNERES02DEL02,18.55144,73.804855,18.68144,73.934855,24,19.915298664494234
81C,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,17,3.064404727369966
2437,PUNERES07DEL01,18.546947,73.900626,18.556947,73.910626,19,1.5322206834602052
BD96,PUNERES18DEL02,18.593481,73.785901,18.613481,73.805901,30,3.064002956584147
C34,PUNERES010DEL03,18.539299,73.897902,18.629299,73.987902,20,13.788747286078188
A4F2,PUNERES18DEL01,18.593481,73.785901,18.703481,73.895901,23,16.849904095492622
615C,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,31,1.5321890925569548
AA06,PUNERES19DEL03,18.563934,73.915367,18.623935,73.975367,26,9.192333207689474
AC36,PUNERES03DEL02,18.554382,73.798206,18.684382,73.928206,22,19.915135664660593
29AA,PUNERES16DEL01,18.536718,73.830327,18.576718,73.870328,17,6.1288740968464825
7802,PUNERES010DEL01,18.539299,73.897902,18.649299,74.007902,28,16.852444613264275
B4D2,PUNERES15DEL02,18.636215,73.751081,18.766215,73.881081,35,19.91059239709516
B783,PUNERES16DEL02,18.536718,73.830327,18.666719,73.960327,26,19.916194656540203
1B1C,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,33,19.916260009775193
4EE0,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,35,19.916260009775193
BF0,PUNERES20DEL03,18.592718,73.773572,18.622718,73.803572,35,4.59595027478907
93BA,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,26,9.192951167083441
1535,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,39,13.787603106955784
5911,PUNERES03DEL03,18.554382,73.798206,18.644382,73.888206,28,13.788169484007305
8A01,PUNERES19DEL01,18.563934,73.915367,18.673935,74.025367,35,16.851371030914212
6C19,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,29,13.787603106955784
6172,PUNERES06DEL01,18.546258,73.904337,18.556258,73.914337,29,1.5322236104030795
BE04,PUNERES02DEL01,18.55144,73.804855,18.62144,73.874855,40,10.724517748046024
87B5,PUNERES18DEL01,18.593481,73.785901,18.603481,73.795901,19,1.5320227740641719
727D,PUNERES14DEL02,18.516216,73.842527,18.566216,73.892527,10,7.661331134220826
1701,PUNERES05DEL02,18.543626,73.905101,18.673626,74.035101,32,19.915731481294102
AAEC,PUNERES010DEL01,18.539299,73.897902,18.549299,73.907902,15,1.5322531674035038
B614,PUNERES01DEL03,18.569156,73.774723,18.629156,73.834723,20,9.192119121311745
87F0,PUNERES04DEL01,18.51421,73.838429,18.55421,73.878429,16,6.12918392293498
7738,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,19,13.789630729980562
9957,PUNERES06DEL03,18.546258,73.904337,18.606258,73.964337,31,9.192703790075944
420F,PUNERES09DEL01,18.536562,73.896485,18.646562,74.006485,25,16.852572769450653
668F,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,39,10.724960763776828
8199,PUNERES18DEL02,18.593481,73.785901,18.723481,73.915901,16,19.91296718928853
5A93,PUNERES03DEL02,18.554382,73.798206,18.604382,73.848206,25,7.66052012420465
AC1,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,27,6.129085334979291
6B06,PUNERES20DEL01,18.592718,73.773572,18.602718,73.783572,11,1.5320260227341909
AAAC,PUNERES16DEL02,18.536718,73.830327,18.616719,73.910327,22,12.25700312192057
416C,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,33,7.66101794664148
4114,PUNERES04DEL02,18.51421,73.838429,18.56421,73.888429,38,7.661373718933812
B68D,PUNERES18DEL02,18.593481,73.785901,18.723481,73.915901,23,19.91296718928853
5D9,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,19,7.66101794664148
2D08,PUNERES04DEL01,18.51421,73.838429,18.52421,73.848429,17,1.5323596444882273
7.4E+05,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,34,19.916432533839362
2CFE,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,43,13.788852089943367
6E+03,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,41,16.851045489710874
B56,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,22,7.661250453808297
4ABA,PUNERES010DEL03,18.539299,73.897902,18.599299,73.957902,16,9.192881349038215
7EE1,PUNERES06DEL01,18.546258,73.904337,18.616258,73.974337,53,10.72467208673564
4044,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,22,13.789485363023294
8C92,PUNERES010DEL02,18.539299,73.897902,18.559299,73.917902,11,3.0644638558352577
5511,PUNERES13DEL02,18.56245,73.916619,18.64245,73.996619,30,12.256046315965444
7A5B,PUNERES08DEL02,18.53408,73.89852,18.55408,73.91852,10,3.064508186852737
398D,PUNERES08DEL02,18.53408,73.89852,18.55408,73.91852,12,3.064508186852737
5B6A,PUNERES09DEL02,18.536562,73.896485,18.556562,73.916485,15,3.0644871057616703
59A2,PUNERES02DEL02,18.55144,73.804855,18.63144,73.884855,31,12.256421318543588
B622,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,16,12.256574293065658
3202,PUNERES010DEL03,18.539299,73.897902,18.629299,73.987902,23,13.788747286078188
9E+16,PUNERES09DEL02,18.536562,73.896485,18.586562,73.946485,21,7.660898979387872
3AD7,PUNERES17DEL03,18.530963,73.828972,18.560963,73.858972,27,4.596738270616882
70D3,PUNERES12DEL03,18.520016,73.830547,18.550016,73.860547,34,4.596877706640377
682,PUNERES17DEL01,18.530963,73.828972,18.600963,73.898972,26,10.725127399399225
96FB,PUNERES15DEL02,18.636215,73.751081,18.686215,73.801081,25,7.658776111980611
5A0B,PUNERES17DEL03,18.530963,73.828972,18.560963,73.858972,30,4.596738270616882
ACB2,PUNERES19DEL01,18.563934,73.915367,18.573935,73.925367,22,1.532229188735096
B928,PUNERES15DEL02,18.636215,73.751081,18.766215,73.881081,36,19.91059239709516
77D2,PUNERES14DEL01,18.516216,73.842527,18.526216,73.852527,14,1.5323511358881128
571F,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,20,7.661250453808297
6FCD,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,21,19.916260009775193
6559,PUNERES11DEL03,18.533811,73.899315,18.623811,73.989315,22,13.788957415778517
85F1,PUNERES17DEL02,18.530963,73.828972,18.610963,73.908972,29,12.257118233178144
A809,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,10,1.532234790495708
146F,PUNERES03DEL01,18.554382,73.798206,18.664382,73.908206,48,16.851738065958607
526E,PUNERES08DEL01,18.53408,73.89852,18.60408,73.96852,22,10.725034637880958
70F8,PUNERES010DEL03,18.539299,73.897902,18.629299,73.987902,33,13.788747286078188
2CC0,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,18,9.192951167083441
82B,PUNERES16DEL03,18.536718,73.830327,18.596719,73.890327,31,9.19302787417212
10F2,PUNERES16DEL03,18.536718,73.830327,18.596719,73.890327,12,9.19302787417212
5E4E,PUNERES15DEL03,18.636215,73.751081,18.666215,73.781081,33,4.595393825646015
BB7,PUNERES20DEL03,18.592718,73.773572,18.652718,73.833572,20,9.19151681625338
AD95,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,25,13.788947117364545
B7C8,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,21,1.5324173514302288
79BC,PUNERES20DEL02,18.592718,73.773572,18.672718,73.853572,44,12.25501434480783
631D,PUNERES16DEL03,18.536718,73.830327,18.626718,73.920327,31,13.7888461168452
2457,PUNERES15DEL03,18.636215,73.751081,18.696215,73.811081,38,9.19040310530244
AEF9,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,32,19.916122613819716
A36,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,20,1.532234790495708
1384,PUNERES09DEL03,18.536562,73.896485,18.566562,73.926485,21,4.596666925181527
4180,PUNERES06DEL03,18.546258,73.904337,18.606258,73.964337,34,9.192703790075944
1FD1,PUNERES11DEL03,18.533811,73.899315,18.593811,73.959315,30,9.193021332844554
688D,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,16,3.0645346577473593
4CEC,PUNERES02DEL03,18.55144,73.804855,18.58144,73.834855,27,4.596477246826326
884E,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,26,13.787803344501583
AC46,PUNERES04DEL02,18.51421,73.838429,18.59421,73.918429,32,12.257687886802879
8A24,PUNERES08DEL01,18.53408,73.89852,18.57408,73.93852,27,6.128846407056886
B0D7,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,43,19.916122613819716
786D,PUNERES03DEL01,18.554382,73.798206,18.664382,73.908206,41,16.851738065958607
AC73,PUNERES02DEL01,18.55144,73.804855,18.56144,73.814855,15,1.5322015943257514
2274,PUNERES07DEL01,18.546947,73.900626,18.586947,73.940626,32,6.128627670485152
875B,PUNERES17DEL02,18.530963,73.828972,18.610963,73.908972,22,12.257118233178144
4BA1,PUNERES12DEL02,18.520016,73.830547,18.600016,73.910547,26,12.257490517738452
5922,PUNERES13DEL01,18.56245,73.916619,18.63245,73.986619,15,10.724189700859583
3696,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,28,12.256574293065658
6374,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,22,6.129085334979291
27F4,PUNERES13DEL03,18.56245,73.916619,18.62245,73.976619,30,9.192290417405088
593D,PUNERES02DEL03,18.55144,73.804855,18.61144,73.864855,15,9.192571532077613
3C60,PUNERES19DEL01,18.563934,73.915367,18.573935,73.925367,29,1.532229188735096
AA4B,PUNERES20DEL02,18.592718,73.773572,18.722718,73.903572,40,19.913009545593138
8090,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,46,13.788852089943367
AB18,PUNERES01DEL01,18.569156,73.774723,18.639156,73.844723,32,10.723989806656368
B762,PUNERES14DEL01,18.516216,73.842527,18.586216,73.912527,23,10.725566076623075
4716,PUNERES15DEL02,18.636215,73.751081,18.716215,73.831081,44,12.253528674537144
21A6,PUNERES010DEL01,18.539299,73.897902,18.579299,73.937902,19,6.128757701629757
8D80,PUNERES12DEL02,18.520016,73.830547,18.650016,73.960547,14,19.917038235830073
2D03,PUNERES14DEL03,18.516216,73.842527,18.576216,73.902527,15,9.193469879776632
B7E2,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,33,4.59670198232987
DE0,PUNERES010DEL02,18.539299,73.897902,18.619299,73.977902,25,12.256834609677016
8642,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,21,13.789630729980562
5798,PUNERES03DEL01,18.554382,73.798206,18.624382,73.868206,25,10.724430107278945
2C60,PUNERES17DEL01,18.530963,73.828972,18.540963,73.838972,25,1.5322885596942126
8C23,PUNERES15DEL02,18.636215,73.751081,18.686215,73.801081,29,7.658776111980611
824C,PUNERES09DEL02,18.536562,73.896485,18.616562,73.976485,32,12.256927745913815
92D3,PUNERES12DEL03,18.520016,73.830547,18.580016,73.890547,27,9.193373039577208
4496,PUNERES16DEL02,18.536718,73.830327,18.666719,73.960327,43,19.916194656540203
880A,PUNERES01DEL02,18.569156,73.774723,18.699156,73.904723,35,19.91431676645955
1C90,PUNERES13DEL03,18.56245,73.916619,18.62245,73.976619,17,9.192290417405088
169F,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,19,1.5321890925569548
70F1,PUNERES14DEL03,18.516216,73.842527,18.546216,73.872527,32,4.5969260911847485
79F0,PUNERES02DEL01,18.55144,73.804855,18.62144,73.874855,16,10.724517748046024
B4B2,PUNERES01DEL02,18.569156,73.774723,18.619156,73.824723,24,7.660205777239119
2BDD,PUNERES20DEL02,18.592718,73.773572,18.612718,73.793572,28,3.0640094555094217
9BD5,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,31,6.129085334979291
3A10,PUNERES13DEL02,18.56245,73.916619,18.64245,73.996619,35,12.256046315965444
2552,PUNERES12DEL02,18.520016,73.830547,18.650016,73.960547,22,19.917038235830073
BE4B,PUNERES15DEL02,18.636215,73.751081,18.716215,73.831081,33,12.253528674537144
98C4,PUNERES13DEL01,18.56245,73.916619,18.63245,73.986619,28,10.724189700859583
B920,PUNERES17DEL03,18.530963,73.828972,18.590963,73.888972,20,9.193093962702912
230B,PUNERES06DEL02,18.546258,73.904337,18.626258,73.984337,16,12.25659774869038
8E+09,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,30,13.787803344501583
5612,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,23,12.256321133212229
BBA0,PUNERES04DEL02,18.51421,73.838429,18.59421,73.918429,29,12.257687886802879
21B7,PUNERES05DEL01,18.543626,73.905101,18.613626,73.975101,40,10.724750462255022
918F,PUNERES07DEL01,18.546947,73.900626,18.586947,73.940626,27,6.128627670485152
61CC,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,32,7.66031691183285
8FCE,PUNERES20DEL01,18.592718,73.773572,18.632718,73.813572,11,6.127848457033505
5FA2,PUNERES03DEL01,18.554382,73.798206,18.594382,73.838206,26,6.128501214162246
9CCF,PUNERES02DEL02,18.55144,73.804855,18.57144,73.824855,16,3.0643606844471907
7F9,PUNERES14DEL01,18.516216,73.842527,18.526216,73.852527,23,1.5323511358881128
445A,PUNERES04DEL03,18.51421,73.838429,18.60421,73.928429,27,13.789707457540985
9F37,PUNERES19DEL01,18.563934,73.915367,18.633934,73.985367,38,10.72414547103075
91F6,PUNERES14DEL03,18.516216,73.842527,18.576216,73.902527,25,9.193469879776632
4098,PUNERES07DEL02,18.546947,73.900626,18.676947,74.030626,25,19.91554755152054
8439,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,16,13.789485363023294
5C97,PUNERES16DEL01,18.536718,73.830327,18.576718,73.870328,22,6.1288740968464825
BEF 2.00,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,27,9.19149730046093
78A1,PUNERES16DEL01,18.536718,73.830327,18.646718,73.940327,38,16.85256546543028
90B7,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,26,19.916122613819716
B86,PUNERES20DEL01,18.592718,73.773572,18.662718,73.843572,22,10.723286946137815
B1C3,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,28,4.596698554557205
3672,PUNERES08DEL01,18.53408,73.89852,18.54408,73.90852,23,1.5322753274864631
3692,PUNERES03DEL03,18.554382,73.798206,18.614382,73.858206,24,9.192496429758327
A30D,PUNERES12DEL03,18.520016,73.830547,18.550016,73.860547,29,4.596877706640377
2364,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,44,13.788852089943367
8.3E+02,PUNERES18DEL02,18.593481,73.785901,18.723481,73.915901,37,19.91296718928853
74F2,PUNERES010DEL02,18.539299,73.897902,18.559299,73.917902,19,3.0644638558352577
E70,PUNERES01DEL02,18.569156,73.774723,18.589156,73.794723,29,3.064210028101302
2707,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,30,7.661250453808297
389B,PUNERES02DEL03,18.55144,73.804855,18.58144,73.834855,24,4.596477246826326
3D11,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,24,1.5321547990764783
6955,PUNERES14DEL02,18.516216,73.842527,18.596216,73.922527,40,12.257619701209578
576D,PUNERES12DEL02,18.520016,73.830547,18.540016,73.850547,24,3.064627592336888
1B84,PUNERES18DEL01,18.593481,73.785901,18.633481,73.825901,10,6.127835452844327
ABA4,PUNERES11DEL02,18.533811,73.899315,18.613811,73.979315,15,12.257021346006622
6275,PUNERES20DEL02,18.592718,73.773572,18.672718,73.853572,43,12.25501434480783
48C5,PUNERES01DEL03,18.569156,73.774723,18.599156,73.804723,19,4.596251207088927
149C,PUNERES06DEL02,18.546258,73.904337,18.596258,73.954337,32,7.660692882261043
6E9B,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,22,1.532234790495708
399F,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,19,9.192951167083441
72D1,PUNERES07DEL01,18.546947,73.900626,18.616947,73.970626,46,10.72465156807538
3CE4,PUNERES11DEL01,18.533811,73.899315,18.643811,74.009315,36,16.85270156392274
15A5,PUNERES17DEL01,18.530963,73.828972,18.540963,73.838972,23,1.5322885596942126
5CB3,PUNERES05DEL03,18.543626,73.905101,18.633626,73.995101,29,13.788581570141362
4985,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,44,13.788852089943367
2300,PUNERES15DEL03,18.636215,73.751081,18.726215,73.841081,53,13.785027203355993
3491,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,18,4.596698554557205
722F,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,17,3.0645346577473593
671B,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,39,16.85208641567295
48ED,PUNERES04DEL02,18.51421,73.838429,18.56421,73.888429,30,7.661373718933812
B3A3,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,34,9.192951167083441
B0F0,PUNERES01DEL01,18.569156,73.774723,18.609156,73.814723,30,6.128249797982013
483E,PUNERES04DEL02,18.51421,73.838429,18.53421,73.858429,23,3.0646768621690934
4126,PUNERES05DEL01,18.543626,73.905101,18.613626,73.975101,18,10.724750462255022
5AA8,PUNERES15DEL02,18.636215,73.751081,18.656215,73.771081,15,3.063638579712219
5D5,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,18,4.596534542243907
6EFE,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,12,1.532234790495708
